type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status,sold_year,sold_month,age,status_encoded
single_family,1914,2.0,1.0,1.0,1.0,2.0,6098.0,1622.0,2.0,2018-05-31,630000.0,for_sale,2018,5,110,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2270.0,2.0,2018-05-31,538500.0,ready_to_build,2018,5,21,1
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2187.0,2.0,2018-05-31,434990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,3.0,1.0,2.0,13939.0,3372.0,1.0,2018-05-31,679990.0,for_sale,2018,5,21,0
single_family,2003,2.0,2.0,2.0,1.0,2.0,13939.0,1997.0,2.0,2018-05-31,628900.0,for_sale,2018,5,21,0
townhouse,2003,3.0,2.0,2.0,1.0,2.0,13939.0,1399.0,2.0,2018-05-31,399990.0,for_sale,2018,5,21,0
townhouse,2003,3.0,2.0,2.0,1.0,2.0,13939.0,1399.0,2.0,2018-05-31,414990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2311.0,2.0,2018-05-31,723130.0,for_sale,2018,5,21,0
single_family,2003,6.0,6.0,5.0,1.0,4.0,13939.0,4292.0,2.0,2018-05-31,1166247.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,435600.0,2400.0,2.0,2022-04-22,20000.0,for_sale,2022,4,21,0
condo,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2247.0,2.0,2018-05-31,366990.0,ready_to_build,2018,5,21,1
single_family,2003,4.0,3.0,2.0,1.0,3.0,13939.0,2240.0,2.0,2018-05-31,590000.0,ready_to_build,2018,5,21,1
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1589.0,2.0,2018-05-31,451900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1223.0,1.0,2018-05-31,399900.0,ready_to_build,2018,5,21,1
single_family,2003,2.0,3.0,2.0,1.0,2.0,13939.0,3798.0,2.0,2018-05-31,646750.0,ready_to_build,2018,5,21,1
single_family,2017,7.0,7.0,5.0,2.0,3.0,31363.0,11339.0,3.0,2015-03-30,2999000.0,for_sale,2015,3,7,0
single_family,2017,5.0,3.0,3.0,1.0,2.0,10890.0,2968.0,2.0,2018-05-31,620000.0,for_sale,2018,5,7,0
single_family,2010,5.0,4.0,3.0,1.0,3.0,16117.0,4084.0,2.0,2018-05-31,699999.0,for_sale,2018,5,14,0
single_family,2003,3.0,2.0,2.0,1.0,3.0,13939.0,1453.0,2.0,2018-05-31,659900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1856.0,2.0,2018-05-31,527485.0,for_sale,2018,5,21,0
single_family,2003,4.0,4.0,3.0,1.0,2.0,13939.0,2718.0,2.0,2018-05-31,1197307.0,for_sale,2018,5,21,0
single_family,2003,5.0,4.0,3.0,1.0,4.0,13939.0,3414.0,2.0,2018-05-31,1049995.0,for_sale,2018,5,21,0
other,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2768.0,2.0,2018-05-31,538900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,3.0,13939.0,2064.0,1.0,2018-05-31,783990.0,ready_to_build,2018,5,21,1
single_family,1992,6.0,4.0,3.0,1.0,2.0,10454.0,3380.0,2.0,2006-07-26,750000.0,for_sale,2006,7,32,0
single_family,2003,3.0,3.0,2.0,1.0,3.0,13939.0,2625.0,2.0,2018-05-31,839990.0,ready_to_build,2018,5,21,1
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2291.0,2.0,2018-05-31,772500.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2289.0,2.0,2018-05-31,454900.0,ready_to_build,2018,5,21,1
single_family,2024,3.0,2.0,2.0,1.0,2.0,19166.0,1819.0,2.0,2018-05-31,418000.0,for_sale,2018,5,0,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,3370.0,2.0,2018-05-31,580750.0,ready_to_build,2018,5,21,1
single_family,2003,6.0,4.0,3.0,1.0,3.0,13939.0,4014.0,2.0,2018-05-31,1311191.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2215.0,2.0,2018-05-31,594500.0,ready_to_build,2018,5,21,1
single_family,1986,5.0,3.0,1.0,1.0,2.0,112820.0,3240.0,2.0,2018-05-31,749000.0,for_sale,2018,5,38,0
single_family,1991,3.0,3.0,3.0,1.0,2.0,12632.0,2240.0,3.0,2018-05-21,465000.0,for_sale,2018,5,33,0
condo,2003,2.0,3.0,2.0,1.0,2.0,13939.0,1708.0,2.0,2023-12-14,635000.0,for_sale,2023,12,21,0
single_family,2003,5.0,3.0,3.0,1.0,3.0,13939.0,3858.0,1.0,2018-05-31,1191995.0,for_sale,2018,5,21,0
single_family,2006,7.0,3.0,2.0,1.0,5.0,157252.0,3944.0,2.0,2018-05-31,999995.0,for_sale,2018,5,18,0
condo,2003,3.0,4.0,3.0,1.0,2.0,13939.0,2302.0,3.0,2018-05-31,465990.0,for_sale,2018,5,21,0
townhouse,2023,3.0,3.0,1.0,1.0,2.0,1307.0,2075.0,2.0,2018-05-31,69250.0,for_sale,2018,5,1,0
single_family,2003,5.0,3.0,3.0,1.0,3.0,13939.0,4338.0,1.0,2018-05-31,964900.0,for_sale,2018,5,21,0
single_family,2003,3.0,2.0,2.0,1.0,3.0,13939.0,1868.0,2.0,2018-05-31,658200.0,for_sale,2018,5,21,0
single_family,2003,5.0,4.0,3.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,804678.0,for_sale,2018,5,21,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1555.0,2.0,2018-05-31,379990.0,for_sale,2018,5,21,0
condo,2003,3.0,2.0,2.0,1.0,1.0,13939.0,1322.0,1.0,2018-05-31,349990.0,for_sale,2018,5,21,0
townhouse,2003,4.0,3.0,3.0,1.0,2.0,13939.0,1842.0,3.0,2018-05-31,374990.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2448.0,2.0,2018-05-31,632500.0,ready_to_build,2018,5,21,1
single_family,1977,5.0,2.0,2.0,1.0,2.0,6534.0,1888.0,2.0,2021-07-28,310000.0,for_sale,2021,7,47,0
condo,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1412.0,2.0,2018-05-31,329990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2040.0,3.0,2018-05-31,494700.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,797034.0,for_sale,2018,5,21,0
single_family,1955,4.0,2.0,1.0,1.0,2.0,10454.0,2118.0,2.0,2019-06-24,459900.0,for_sale,2019,6,69,0
single_family,2003,4.0,4.0,3.0,1.0,2.0,13939.0,1872.0,2.0,2018-05-31,645990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2385.0,2.0,2018-05-31,528990.0,for_sale,2018,5,21,0
single_family,1994,5.0,4.0,4.0,1.0,2.0,17860.0,3661.0,1.0,2018-05-31,599000.0,for_sale,2018,5,30,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,774990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2049.0,3.0,2018-05-31,499900.0,for_sale,2018,5,21,0
single_family,2003,4.0,5.0,5.0,1.0,2.0,13939.0,3243.0,2.0,2018-05-31,1997990.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2067.0,2.0,2018-05-31,474990.0,for_sale,2018,5,21,0
single_family,2003,4.0,4.0,3.0,1.0,2.0,13939.0,0.0,2.0,2018-05-31,875000.0,for_sale,2018,5,21,0
condo,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1453.0,2.0,2018-05-31,572900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,3.0,13939.0,3129.0,2.0,2023-08-14,787700.0,for_sale,2023,8,21,0
townhouse,2003,4.0,3.0,3.0,1.0,2.0,13939.0,2019.0,3.0,2018-05-31,429990.0,for_sale,2018,5,21,0
single_family,2003,3.0,2.0,2.0,1.0,3.0,13939.0,3646.0,1.0,2018-05-31,655000.0,for_sale,2018,5,21,0
single_family,2003,3.0,2.0,2.0,1.0,3.0,13939.0,1579.0,2.0,2018-05-31,628500.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2023-06-23,698825.0,for_sale,2023,6,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,1935.0,2.0,2018-05-31,614105.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,3.0,13939.0,1905.0,2.0,2018-05-31,928500.0,for_sale,2018,5,21,0
single_family,2003,3.0,4.0,3.0,1.0,3.0,13939.0,2765.0,2.0,2023-04-17,869300.0,for_sale,2023,4,21,0
townhouse,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2146.0,3.0,2018-05-31,473900.0,for_sale,2018,5,21,0
single_family,2003,3.0,2.0,2.0,1.0,3.0,13939.0,1691.0,2.0,2018-05-31,606900.0,for_sale,2018,5,21,0
single_family,2003,6.0,6.0,5.0,1.0,3.0,13939.0,4292.0,2.0,2018-05-31,1069893.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,639990.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,3.0,13939.0,2039.0,2.0,2018-05-31,579600.0,for_sale,2018,5,21,0
single_family,2003,6.0,4.0,3.0,1.0,3.0,13939.0,3914.0,2.0,2018-05-31,1278555.0,for_sale,2018,5,21,0
condo,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1412.0,2.0,2018-05-31,329990.0,for_sale,2018,5,21,0
single_family,1991,3.0,3.0,2.0,1.0,3.0,162479.0,3450.0,1.0,2018-07-19,1875000.0,for_sale,2018,7,33,0
single_family,2003,6.0,5.0,4.0,1.0,2.0,13939.0,4891.0,2.0,2023-05-31,984990.0,for_sale,2023,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2066.0,2.0,2018-05-31,641320.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,3.0,13939.0,2280.0,2.0,2018-05-31,610200.0,for_sale,2018,5,21,0
single_family,2003,3.0,2.0,2.0,1.0,2.0,13939.0,1691.0,2.0,2023-06-23,650900.0,for_sale,2023,6,21,0
single_family,1943,4.0,1.0,1.0,1.0,1.0,23087.0,2235.0,2.0,2003-08-19,355000.0,for_sale,2003,8,81,0
single_family,1997,1.0,1.0,1.0,1.0,1.0,62291.0,464.0,1.0,2018-05-31,349900.0,for_sale,2018,5,27,0
single_family,1960,4.0,5.0,3.0,1.0,2.0,12197.0,3418.0,2.0,2016-09-19,1399900.0,for_sale,2016,9,64,0
single_family,2022,5.0,9.0,5.0,3.0,4.0,48787.0,11937.0,3.0,2018-08-10,6800000.0,for_sale,2018,8,2,0
single_family,2006,5.0,4.0,3.0,1.0,3.0,24394.0,5284.0,2.0,2018-05-31,995000.0,for_sale,2018,5,18,0
single_family,2003,3.0,3.0,2.0,1.0,3.0,13939.0,2400.0,2.0,2018-05-31,689990.0,for_sale,2018,5,21,0
single_family,1994,5.0,4.0,3.0,1.0,2.0,10019.0,3156.0,2.0,2017-07-18,650000.0,for_sale,2017,7,30,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2451.0,2.0,2018-05-31,528995.0,ready_to_build,2018,5,21,1
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,1859.0,2.0,2018-05-31,443100.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,3.0,1.0,2.0,13939.0,2526.0,2.0,2018-05-31,477900.0,ready_to_build,2018,5,21,1
single_family,2003,4.0,3.0,2.0,1.0,3.0,13939.0,2614.0,2.0,2018-05-31,729570.0,for_sale,2018,5,21,0
townhouse,2003,3.0,3.0,2.0,1.0,1.0,13939.0,1689.0,3.0,2018-05-31,420500.0,for_sale,2018,5,21,0
single_family,2005,3.0,2.0,2.0,1.0,4.0,192100.0,2510.0,1.0,2018-05-31,1100000.0,for_sale,2018,5,19,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2187.0,2.0,2018-05-31,314990.0,for_sale,2018,5,21,0
single_family,2003,3.0,2.0,2.0,1.0,3.0,13939.0,1687.0,2.0,2018-05-31,600000.0,for_sale,2018,5,21,0
condo,2003,3.0,2.0,2.0,1.0,1.0,13939.0,1322.0,1.0,2018-05-31,359990.0,for_sale,2018,5,21,0
townhouse,2003,4.0,3.0,3.0,1.0,2.0,13939.0,1842.0,3.0,2018-05-31,374990.0,for_sale,2018,5,21,0
single_family,1929,5.0,4.0,3.0,1.0,2.0,7841.0,4665.0,3.0,2011-11-21,2300000.0,for_sale,2011,11,95,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,520984.0,for_sale,2018,5,21,0
single_family,1981,3.0,3.0,1.0,1.0,2.0,12197.0,2256.0,2.0,2018-05-31,329900.0,for_sale,2018,5,43,0
single_family,1946,2.0,1.0,1.0,1.0,2.0,76666.0,792.0,1.0,2018-05-31,225000.0,for_sale,2018,5,78,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2000.0,2.0,2018-05-31,541500.0,ready_to_build,2018,5,21,1
single_family,2003,5.0,3.0,3.0,1.0,2.0,13939.0,3250.0,2.0,2018-05-31,605900.0,ready_to_build,2018,5,21,1
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1427.0,2.0,2018-05-31,335900.0,ready_to_build,2018,5,21,1
townhouse,2003,3.0,3.0,2.0,1.0,1.0,13939.0,1689.0,3.0,2018-05-31,443900.0,for_sale,2018,5,21,0
single_family,2003,4.0,4.0,3.0,1.0,3.0,13939.0,3001.0,2.0,2018-05-31,1140995.0,for_sale,2018,5,21,0
single_family,1997,3.0,3.0,3.0,1.0,2.0,6098.0,3070.0,2.0,1999-05-04,629000.0,for_sale,1999,5,27,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1664.0,2.0,2018-05-31,364900.0,ready_to_build,2018,5,21,1
single_family,1980,3.0,1.0,1.0,1.0,2.0,201247.0,1707.0,1.0,2018-05-31,599000.0,for_sale,2018,5,44,0
townhouse,2003,3.0,2.0,2.0,1.0,2.0,13939.0,1399.0,2.0,2018-05-31,359990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,3.0,1.0,2.0,13939.0,4127.0,2.0,2018-05-31,709990.0,ready_to_build,2018,5,21,1
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,614230.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1700.0,2.0,2018-05-31,529500.0,ready_to_build,2018,5,21,1
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2718.0,2.0,2018-05-31,1149990.0,ready_to_build,2018,5,21,1
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2187.0,2.0,2018-05-31,314990.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,3.0,1.0,1.0,13939.0,4541.0,1.0,2018-05-31,719900.0,ready_to_build,2018,5,21,1
single_family,2003,6.0,5.0,4.0,1.0,3.0,13939.0,4302.0,2.0,2018-05-31,1299995.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2965.0,2.0,2018-05-31,542750.0,ready_to_build,2018,5,21,1
single_family,2003,5.0,3.0,3.0,1.0,2.0,13939.0,2768.0,2.0,2018-05-31,664900.0,ready_to_build,2018,5,21,1
townhouse,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2247.0,2.0,2018-05-31,319990.0,for_sale,2018,5,21,0
single_family,2003,4.0,4.0,3.0,1.0,2.0,13939.0,3111.0,2.0,2018-05-31,800000.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1335.0,1.0,2018-05-31,499990.0,ready_to_build,2018,5,21,1
single_family,2021,3.0,2.0,2.0,1.0,3.0,17860.0,2156.0,1.0,2021-05-28,775000.0,for_sale,2021,5,3,0
single_family,2003,4.0,2.0,1.0,1.0,3.0,13939.0,4048.0,2.0,2018-05-31,883900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1818.0,2.0,2018-05-31,529990.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,1935.0,2.0,2018-05-31,590635.0,for_sale,2018,5,21,0
townhouse,2003,3.0,3.0,2.0,1.0,1.0,13939.0,1689.0,3.0,2018-05-31,411400.0,for_sale,2018,5,21,0
single_family,2003,6.0,4.0,3.0,1.0,3.0,17424.0,2821.0,3.0,2003-02-27,769000.0,for_sale,2003,2,21,0
townhouse,2003,3.0,3.0,2.0,1.0,1.0,13939.0,1689.0,3.0,2018-05-31,408900.0,for_sale,2018,5,21,0
single_family,2003,5.0,4.0,4.0,1.0,3.0,13939.0,5106.0,1.0,2018-05-31,985400.0,for_sale,2018,5,21,0
townhouse,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2047.0,3.0,2018-05-31,459900.0,for_sale,2018,5,21,0
condo,2003,3.0,2.0,2.0,1.0,1.0,13939.0,1322.0,1.0,2018-05-31,339990.0,for_sale,2018,5,21,0
mobile,2006,3.0,2.0,2.0,1.0,2.0,13939.0,1296.0,1.0,2018-05-31,75000.0,for_sale,2018,5,18,0
single_family,2003,1.0,2.0,1.0,1.0,2.0,13939.0,1815.0,2.0,2023-04-06,647900.0,for_sale,2023,4,21,0
single_family,2006,6.0,5.0,3.0,1.0,3.0,19602.0,6987.0,3.0,2005-05-31,2300000.0,for_sale,2005,5,18,0
single_family,1940,4.0,2.0,1.0,1.0,1.0,5227.0,1500.0,2.0,2005-02-01,375000.0,for_sale,2005,2,84,0
single_family,2023,3.0,3.0,2.0,1.0,3.0,27443.0,3598.0,2.0,2018-05-31,799900.0,for_sale,2018,5,1,0
townhouse,2003,4.0,3.0,3.0,1.0,2.0,13939.0,2019.0,3.0,2018-05-31,429990.0,for_sale,2018,5,21,0
single_family,2003,2.0,2.0,2.0,1.0,2.0,13939.0,1569.0,1.0,2018-05-31,487995.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,4007.0,2.0,2018-05-31,600750.0,ready_to_build,2018,5,21,1
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1858.0,2.0,2018-05-31,545920.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,3.0,1.0,2.0,13939.0,2503.0,2.0,2018-05-31,634990.0,for_sale,2018,5,21,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1550.0,2.0,2018-05-31,299990.0,ready_to_build,2018,5,21,1
single_family,2003,4.0,4.0,3.0,1.0,3.0,13939.0,2558.0,2.0,2018-05-31,729500.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,3.0,1.0,3.0,13939.0,2544.0,1.0,2018-05-31,846990.0,ready_to_build,2018,5,21,1
single_family,2003,3.0,0.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,549990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,3.0,13939.0,2175.0,2.0,2018-05-31,669000.0,for_sale,2018,5,21,0
single_family,2003,5.0,4.0,3.0,1.0,2.0,13939.0,3618.0,2.0,2018-05-31,1049900.0,for_sale,2018,5,21,0
townhouse,2003,3.0,2.0,2.0,1.0,2.0,13939.0,1399.0,2.0,2018-05-31,389990.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2725.0,2.0,2018-05-31,534990.0,for_sale,2018,5,21,0
single_family,1993,3.0,2.0,2.0,1.0,2.0,12197.0,1743.0,1.0,2018-05-31,499000.0,for_sale,2018,5,31,0
townhouse,2003,3.0,3.0,2.0,1.0,1.0,13939.0,1689.0,3.0,2018-05-31,399900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,3.0,1.0,2.0,13939.0,3392.0,2.0,2018-05-31,579990.0,for_sale,2018,5,21,0
condo,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1412.0,2.0,2018-05-31,329990.0,for_sale,2018,5,21,0
single_family,2003,2.0,3.0,2.0,1.0,2.0,13939.0,1610.0,1.0,2018-05-31,599990.0,ready_to_build,2018,5,21,1
townhouse,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2146.0,3.0,2018-05-31,474900.0,for_sale,2018,5,21,0
single_family,2003,4.0,5.0,5.0,1.0,2.0,13939.0,3243.0,2.0,2018-05-31,1849990.0,for_sale,2018,5,21,0
townhouse,2003,3.0,2.0,2.0,1.0,2.0,13939.0,1399.0,2.0,2018-05-31,389990.0,for_sale,2018,5,21,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1860.0,3.0,2018-05-31,451900.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,221285.0,2400.0,2.0,2018-05-31,299900.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,3.0,1.0,2.0,13939.0,2254.0,2.0,2018-05-31,575500.0,ready_to_build,2018,5,21,1
single_family,2003,6.0,3.0,3.0,1.0,3.0,13939.0,3773.0,1.0,2018-05-31,755945.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2607.0,2.0,2018-05-31,513990.0,ready_to_build,2018,5,21,1
single_family,2008,6.0,4.0,3.0,1.0,3.0,122839.0,5885.0,3.0,2007-09-06,1200000.0,for_sale,2007,9,16,0
single_family,1940,4.0,1.0,2.0,1.0,2.0,7841.0,1480.0,2.0,2008-02-19,190000.0,for_sale,2008,2,84,0
condo,2003,3.0,2.0,2.0,1.0,1.0,13939.0,1322.0,1.0,2018-05-31,334990.0,for_sale,2018,5,21,0
single_family,1993,3.0,2.0,2.0,1.0,5.0,30492.0,2016.0,1.0,1999-07-30,574900.0,for_sale,1999,7,31,0
townhouse,2003,4.0,3.0,2.0,1.0,2.0,13939.0,1721.0,3.0,2018-05-31,463300.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2291.0,2.0,2018-05-31,744600.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1530.0,2.0,2018-05-31,417900.0,for_sale,2018,5,21,0
single_family,1987,5.0,2.0,1.0,1.0,2.0,71438.0,2400.0,3.0,2013-11-06,676000.0,for_sale,2013,11,37,0
single_family,2008,5.0,4.0,3.0,1.0,3.0,19166.0,4902.0,2.0,2019-05-20,749000.0,for_sale,2019,5,16,0
single_family,2007,7.0,6.0,2.0,1.0,6.0,56628.0,8441.0,3.0,2018-05-31,2595000.0,for_sale,2018,5,17,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2389.0,2.0,2024-01-30,1262702.0,for_sale,2024,1,21,0
single_family,2024,5.0,4.0,3.0,1.0,6.0,26572.0,3611.0,2.0,2018-05-31,1099900.0,for_sale,2018,5,0,0
single_family,2003,2.0,3.0,2.0,1.0,3.0,13939.0,2339.0,1.0,2018-05-31,797995.0,for_sale,2018,5,21,0
single_family,2022,3.0,3.0,2.0,1.0,2.0,3485.0,3375.0,3.0,2018-05-31,615000.0,for_sale,2018,5,2,0
single_family,1984,4.0,2.0,1.0,1.0,2.0,7841.0,1920.0,2.0,2019-01-30,390000.0,for_sale,2019,1,40,0
single_family,1960,3.0,2.0,1.0,1.0,2.0,6970.0,2466.0,2.0,2018-05-31,250000.0,for_sale,2018,5,64,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1963.0,2.0,2023-12-27,1204851.0,for_sale,2023,12,21,0
single_family,2024,3.0,3.0,2.0,1.0,2.0,21780.0,3326.0,2.0,2018-05-31,566900.0,for_sale,2018,5,0,0
single_family,2003,5.0,4.0,3.0,1.0,2.0,13939.0,3623.0,2.0,2018-05-31,1998656.0,for_sale,2018,5,21,0
mobile,2005,3.0,2.0,2.0,1.0,3.0,41382.0,2318.0,1.0,2018-05-31,450000.0,for_sale,2018,5,19,0
single_family,2007,6.0,4.0,3.0,1.0,3.0,22651.0,3847.0,3.0,2021-07-07,950000.0,for_sale,2021,7,17,0
single_family,2003,5.0,4.0,3.0,1.0,2.0,13939.0,2974.0,2.0,2018-05-31,849800.0,for_sale,2018,5,21,0
single_family,2023,4.0,2.0,2.0,1.0,3.0,14375.0,2206.0,1.0,2018-05-31,589900.0,for_sale,2018,5,1,0
townhouse,2003,3.0,3.0,2.0,1.0,1.0,13939.0,1689.0,3.0,2018-05-31,419900.0,for_sale,2018,5,21,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2291.0,2.0,2018-05-31,769900.0,for_sale,2018,5,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1834.0,2.0,2018-05-31,449900.0,for_sale,2018,5,21,0
single_family,1996,2.0,1.0,1.0,1.0,2.0,33541.0,930.0,1.0,2018-05-31,239000.0,for_sale,2018,5,28,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1961.0,2.0,2018-05-31,639500.0,for_sale,2018,5,21,0
townhouse,2003,3.0,3.0,3.0,1.0,2.0,13939.0,1421.0,3.0,2018-05-31,789900.0,for_sale,2018,5,21,0
single_family,2003,2.0,2.0,2.0,1.0,2.0,13939.0,1997.0,2.0,2018-05-31,620900.0,for_sale,2018,5,21,0
single_family,2001,6.0,4.0,4.0,1.0,3.0,7841.0,4892.0,3.0,2018-05-31,800000.0,for_sale,2018,5,23,0
single_family,2018,6.0,7.0,3.0,2.0,4.0,20909.0,9058.0,3.0,2015-08-13,4800000.0,for_sale,2015,8,6,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,13939.0,2187.0,2.0,2018-05-31,3199990.0,for_sale,2018,5,21,0
single_family,2018,3.0,2.0,1.0,1.0,2.0,89734.0,3111.0,2.0,2018-10-26,624900.0,for_sale,2018,10,6,0
single_family,2018,4.0,3.0,2.0,1.0,3.0,17424.0,3117.0,2.0,2020-12-10,649999.0,for_sale,2020,12,6,0
single_family,1997,3.0,2.0,1.0,1.0,2.0,8276.0,1212.0,1.0,2020-06-01,425000.0,for_sale,2020,6,27,0
single_family,2003,4.0,3.0,2.0,1.0,2.0,13939.0,2848.0,2.0,2018-05-31,606500.0,ready_to_build,2018,5,21,1
single_family,2002,5.0,2.0,2.0,1.0,2.0,8276.0,2664.0,2.0,2005-06-30,524900.0,for_sale,2005,6,22,0
condo,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1412.0,2.0,2018-05-31,329990.0,for_sale,2018,5,21,0
single_family,2022,3.0,2.0,2.0,1.0,3.0,6970.0,1760.0,1.0,2018-05-31,665000.0,for_sale,2018,5,2,0
single_family,1988,6.0,3.0,1.0,1.0,2.0,10454.0,3642.0,3.0,2020-03-17,864900.0,for_sale,2020,3,36,0
condo,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1706.0,2.0,2023-08-09,604900.0,for_sale,2023,8,21,0
single_family,2003,3.0,3.0,2.0,1.0,2.0,13939.0,1530.0,2.0,2018-05-31,387900.0,ready_to_build,2018,5,21,1
