type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status,sold_year,sold_month,age,status_encoded
land,2003,4.0,0.0,2.0,1.0,2.0,15246.0,2400.0,2.0,2018-05-31,499999.0,for_sale,2018,5,21,0
single_family,2000,3.0,3.0,2.0,1.0,2.0,27443.0,2158.0,2.0,2016-07-19,550000.0,for_sale,2016,7,24,0
land,2003,4.0,0.0,2.0,1.0,2.0,108900.0,2400.0,2.0,2018-05-31,39000.0,for_sale,2018,5,21,0
single_family,2020,3.0,2.0,2.0,1.0,3.0,11326.0,3602.0,3.0,2020-04-23,699000.0,for_sale,2020,4,4,0
land,2003,4.0,0.0,2.0,1.0,2.0,232175.0,2400.0,2.0,2018-05-31,255000.0,for_sale,2018,5,21,0
single_family,2024,4.0,4.0,4.0,1.0,3.0,6970.0,2464.0,1.0,2018-05-31,799000.0,for_sale,2018,5,0,0
land,2003,4.0,0.0,2.0,1.0,2.0,281833.0,2400.0,2.0,2018-05-31,255000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,435600.0,2400.0,2.0,2018-05-31,32000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,217800.0,2400.0,2.0,2018-05-31,25000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,279655.0,2400.0,2.0,2018-05-31,255000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,217800.0,2400.0,2.0,2018-05-31,450000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,54886.0,2400.0,2.0,2018-05-31,139700.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,22651.0,2400.0,2.0,2018-05-31,59000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,32670.0,2400.0,2.0,2018-05-31,49900.0,for_sale,2018,5,21,0
single_family,1967,4.0,3.0,1.0,1.0,2.0,21780.0,1812.0,3.0,2018-05-31,575000.0,for_sale,2018,5,57,0
single_family,1992,5.0,4.0,4.0,1.0,2.0,15246.0,4074.0,2.0,2010-07-28,800000.0,for_sale,2010,7,32,0
land,2003,4.0,0.0,2.0,1.0,2.0,8276.0,2400.0,2.0,2018-05-31,199900.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,5663.0,2400.0,2.0,2018-05-31,799000.0,for_sale,2018,5,21,0
single_family,2018,6.0,3.0,3.0,1.0,3.0,7841.0,3349.0,2.0,2018-05-31,660000.0,for_sale,2018,5,6,0
land,2003,4.0,0.0,2.0,1.0,2.0,10890.0,2400.0,2.0,2018-05-31,199900.0,for_sale,2018,5,21,0
single_family,2018,4.0,3.0,2.0,1.0,3.0,14810.0,5231.0,3.0,2018-02-27,1198000.0,for_sale,2018,2,6,0
land,2003,4.0,0.0,2.0,1.0,2.0,22216.0,2400.0,2.0,2007-06-08,345000.0,for_sale,2007,6,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,104980.0,2400.0,2.0,2018-05-31,199900.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,315000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,40946.0,2400.0,2.0,2018-05-31,246900.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,44431.0,2400.0,2.0,2018-05-31,212000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,12197.0,2400.0,2.0,2018-05-31,260000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,10019.0,2400.0,2.0,2018-05-31,188990.0,for_sale,2018,5,21,0
single_family,2021,4.0,4.0,3.0,1.0,3.0,23522.0,3275.0,1.0,2018-05-31,748000.0,for_sale,2018,5,3,0
land,2003,4.0,0.0,2.0,1.0,2.0,3485.0,2400.0,2.0,2018-05-31,450000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,8276.0,2400.0,2.0,2018-05-31,168000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,32670.0,2400.0,2.0,2018-05-31,319000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,15682.0,2400.0,2.0,2018-05-31,294300.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,17860.0,2400.0,2.0,2018-05-31,298200.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,19166.0,2400.0,2.0,2018-05-31,331000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,24829.0,2400.0,2.0,2018-05-31,849000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,57935.0,2400.0,2.0,2022-07-18,1395000.0,for_sale,2022,7,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,60984.0,2400.0,2.0,2018-05-31,1583322.0,for_sale,2018,5,21,0
single_family,2005,3.0,2.0,2.0,1.0,2.0,7405.0,1546.0,2.0,2018-05-31,419900.0,for_sale,2018,5,19,0
single_family,2024,3.0,3.0,3.0,1.0,4.0,17860.0,2771.0,1.0,2018-05-31,1400000.0,for_sale,2018,5,0,0
single_family,2022,4.0,3.0,3.0,1.0,3.0,9583.0,2419.0,1.0,2022-07-19,850000.0,for_sale,2022,7,2,0
single_family,2021,4.0,3.0,3.0,1.0,3.0,9148.0,2212.0,1.0,2021-02-17,689000.0,for_sale,2021,2,3,0
single_family,2015,3.0,4.0,3.0,1.0,3.0,47916.0,3912.0,2.0,2018-05-31,2700000.0,for_sale,2018,5,9,0
single_family,2024,3.0,2.0,2.0,1.0,3.0,8712.0,2089.0,1.0,2018-05-31,614900.0,for_sale,2018,5,0,0
single_family,2008,4.0,3.0,3.0,1.0,2.0,2614.0,2582.0,2.0,2021-03-04,539999.0,for_sale,2021,3,16,0
single_family,2021,4.0,4.0,2.0,1.0,3.0,15246.0,2702.0,2.0,2021-07-14,799000.0,for_sale,2021,7,3,0
single_family,2023,4.0,3.0,2.0,1.0,3.0,15682.0,3619.0,2.0,2018-05-31,829900.0,for_sale,2018,5,1,0
land,2003,4.0,0.0,2.0,1.0,2.0,49223.0,2400.0,2.0,2018-05-31,5000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,173369.0,2400.0,2.0,2018-05-31,595000.0,for_sale,2018,5,21,0
single_family,1997,7.0,5.0,4.0,1.0,3.0,937847.0,4630.0,3.0,2018-05-31,2200000.0,for_sale,2018,5,27,0
land,2003,4.0,0.0,2.0,1.0,2.0,259182.0,2400.0,2.0,2018-05-31,90000.0,for_sale,2018,5,21,0
single_family,1993,5.0,3.0,3.0,1.0,2.0,8712.0,2072.0,3.0,2004-08-13,604000.0,for_sale,2004,8,31,0
single_family,2019,6.0,5.0,4.0,1.0,4.0,31799.0,5392.0,2.0,2018-05-31,1299000.0,for_sale,2018,5,5,0
single_family,1986,5.0,4.0,2.0,1.0,3.0,8276.0,4169.0,3.0,2018-05-31,980000.0,for_sale,2018,5,38,0
single_family,2024,5.0,3.0,3.0,1.0,3.0,12197.0,4235.0,2.0,2018-05-31,787000.0,for_sale,2018,5,0,0
land,2003,4.0,0.0,2.0,1.0,2.0,229126.0,2400.0,2.0,2018-05-31,100000.0,for_sale,2018,5,21,0
single_family,2001,5.0,2.0,1.0,1.0,2.0,8712.0,1782.0,2.0,2017-08-11,445000.0,for_sale,2017,8,23,0
single_family,1995,4.0,3.0,2.0,1.0,2.0,215622.0,2922.0,2.0,2018-05-31,980000.0,for_sale,2018,5,29,0
single_family,2019,5.0,3.0,3.0,1.0,3.0,13939.0,3368.0,2.0,2020-03-25,750000.0,for_sale,2020,3,5,0
single_family,2007,4.0,4.0,3.0,1.0,2.0,70567.0,2465.0,3.0,2021-07-01,999000.0,for_sale,2021,7,17,0
single_family,2015,4.0,4.0,3.0,1.0,3.0,11326.0,5024.0,3.0,2015-11-06,995000.0,for_sale,2015,11,9,0
land,2003,4.0,0.0,2.0,1.0,2.0,87120.0,2400.0,2.0,2018-05-31,54000.0,for_sale,2018,5,21,0
single_family,1983,5.0,4.0,2.0,1.0,2.0,79279.0,3360.0,2.0,2018-05-31,650000.0,for_sale,2018,5,41,0
single_family,1975,6.0,3.0,3.0,1.0,2.0,22216.0,2780.0,2.0,2016-12-06,479900.0,for_sale,2016,12,49,0
single_family,2024,3.0,2.0,2.0,1.0,3.0,10890.0,1625.0,2.0,2018-05-31,455000.0,for_sale,2018,5,0,0
single_family,2018,3.0,2.0,2.0,1.0,2.0,7405.0,1347.0,2.0,2018-07-03,439900.0,for_sale,2018,7,6,0
single_family,2020,4.0,1.0,2.0,1.0,2.0,1849993.0,632.0,2.0,2018-05-31,225000.0,for_sale,2018,5,4,0
land,2003,4.0,0.0,2.0,1.0,2.0,813701.0,2400.0,2.0,2018-05-31,469000.0,for_sale,2018,5,21,0
mobile,1998,3.0,2.0,2.0,1.0,2.0,13939.0,1344.0,1.0,2018-05-31,130000.0,for_sale,2018,5,26,0
single_family,1979,6.0,3.0,2.0,1.0,2.0,18731.0,3096.0,2.0,2018-05-31,430000.0,for_sale,2018,5,45,0
single_family,1993,5.0,4.0,4.0,1.0,4.0,44431.0,3031.0,1.0,2017-07-12,750000.0,for_sale,2017,7,31,0
single_family,1996,5.0,3.0,3.0,1.0,2.0,17424.0,3072.0,2.0,2017-03-22,675000.0,for_sale,2017,3,28,0
single_family,1924,1.0,1.0,1.0,1.0,2.0,1742.0,775.0,2.0,1999-10-25,235000.0,for_sale,1999,10,100,0
single_family,2008,6.0,3.0,3.0,1.0,3.0,217800.0,3235.0,2.0,2018-05-31,615000.0,for_sale,2018,5,16,0
single_family,2002,7.0,6.0,4.0,2.0,3.0,15682.0,4260.0,3.0,2003-04-28,875000.0,for_sale,2003,4,22,0
single_family,2022,3.0,3.0,3.0,1.0,3.0,10019.0,2284.0,2.0,2018-05-31,660000.0,for_sale,2018,5,2,0
mobile,1997,3.0,2.0,2.0,1.0,2.0,13939.0,954.0,1.0,2018-05-31,68000.0,for_sale,2018,5,27,0
single_family,1993,5.0,4.0,3.0,1.0,3.0,18295.0,3997.0,3.0,2004-07-19,865000.0,for_sale,2004,7,31,0
land,2003,4.0,0.0,2.0,1.0,2.0,21780.0,2400.0,2.0,2018-05-31,495000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,20038.0,2400.0,2.0,2018-05-31,49900.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,8276.0,2400.0,2.0,2018-05-31,160000.0,for_sale,2018,5,21,0
single_family,2002,4.0,2.0,2.0,1.0,2.0,10019.0,1850.0,1.0,2002-12-31,649000.0,for_sale,2002,12,22,0
land,2003,4.0,0.0,2.0,1.0,2.0,24829.0,2400.0,2.0,2018-05-31,54900.0,for_sale,2018,5,21,0
mobile,1997,3.0,2.0,2.0,1.0,2.0,10890.0,1180.0,1.0,2018-05-31,289900.0,for_sale,2018,5,27,0
townhouse,2022,3.0,3.0,2.0,1.0,2.0,1742.0,1605.0,2.0,2018-05-31,369000.0,for_sale,2018,5,2,0
townhouse,2018,2.0,2.0,1.0,1.0,2.0,3485.0,1326.0,1.0,2021-01-19,439800.0,for_sale,2021,1,6,0
single_family,2014,5.0,5.0,4.0,1.0,3.0,43124.0,4457.0,2.0,2014-07-17,1450000.0,for_sale,2014,7,10,0
mobile,1956,1.0,1.0,1.0,1.0,2.0,13939.0,256.0,1.0,2018-05-31,44999.0,for_sale,2018,5,68,0
single_family,2020,4.0,3.0,2.0,1.0,2.0,5663.0,1839.0,2.0,2018-05-31,459000.0,for_sale,2018,5,4,0
single_family,1997,3.0,3.0,2.0,1.0,2.0,899514.0,1926.0,1.0,2018-05-31,779500.0,for_sale,2018,5,27,0
single_family,2017,4.0,3.0,2.0,1.0,3.0,14810.0,3775.0,3.0,2017-01-03,575000.0,for_sale,2017,1,7,0
townhouse,2006,3.0,2.0,2.0,1.0,1.0,1307.0,1910.0,2.0,2018-05-31,435000.0,for_sale,2018,5,18,0
single_family,2023,4.0,6.0,6.0,1.0,3.0,37462.0,6387.0,2.0,2018-05-31,14950000.0,for_sale,2018,5,1,0
single_family,2024,3.0,2.0,2.0,1.0,3.0,12197.0,3466.0,2.0,2018-05-31,512990.0,for_sale,2018,5,0,0
single_family,1958,4.0,2.0,2.0,1.0,1.0,7841.0,1779.0,1.0,2021-10-29,435000.0,for_sale,2021,10,66,0
single_family,1938,5.0,3.0,2.0,1.0,2.0,311018.0,3038.0,4.0,2018-05-31,584900.0,for_sale,2018,5,86,0
single_family,1919,2.0,1.0,1.0,1.0,2.0,8276.0,1054.0,2.0,2018-05-31,399900.0,for_sale,2018,5,105,0
single_family,1998,3.0,2.0,1.0,1.0,2.0,8712.0,1501.0,3.0,2006-09-08,479999.0,for_sale,2006,9,26,0
single_family,2024,6.0,5.0,4.0,1.0,6.0,12197.0,6099.0,3.0,2018-05-31,1445000.0,for_sale,2018,5,0,0
single_family,1984,4.0,2.0,1.0,1.0,1.0,16553.0,2000.0,2.0,2016-12-15,319900.0,for_sale,2016,12,40,0
single_family,1977,5.0,3.0,2.0,1.0,2.0,14810.0,2884.0,2.0,2018-05-31,499900.0,for_sale,2018,5,47,0
single_family,1988,3.0,4.0,4.0,1.0,7.0,299693.0,6185.0,3.0,2018-05-31,3400000.0,for_sale,2018,5,36,0
single_family,1996,5.0,3.0,3.0,1.0,3.0,43560.0,3968.0,2.0,2015-02-26,1195000.0,for_sale,2015,2,28,0
single_family,2000,5.0,4.0,4.0,1.0,4.0,216929.0,5819.0,2.0,2018-05-31,2334000.0,for_sale,2018,5,24,0
single_family,2000,5.0,3.0,2.0,1.0,3.0,13504.0,4768.0,3.0,2005-05-24,950000.0,for_sale,2005,5,24,0
single_family,1928,3.0,1.0,1.0,1.0,2.0,5663.0,1174.0,2.0,2018-10-01,288000.0,for_sale,2018,10,96,0
single_family,2019,4.0,3.0,2.0,1.0,2.0,2614.0,2677.0,3.0,2019-12-16,555000.0,for_sale,2019,12,5,0
single_family,2007,5.0,3.0,2.0,1.0,3.0,7405.0,2972.0,2.0,2019-05-30,579900.0,for_sale,2019,5,17,0
single_family,1973,3.0,2.0,1.0,1.0,4.0,211266.0,2096.0,2.0,2017-05-12,675000.0,for_sale,2017,5,51,0
single_family,1939,4.0,2.0,1.0,1.0,2.0,5663.0,2638.0,2.0,2018-05-31,357000.0,for_sale,2018,5,85,0
mobile,1982,3.0,2.0,2.0,1.0,2.0,20473.0,1344.0,1.0,2008-07-30,279000.0,for_sale,2008,7,42,0
land,2003,4.0,0.0,2.0,1.0,2.0,162043.0,2400.0,2.0,2018-05-31,250000.0,for_sale,2018,5,21,0
single_family,2005,5.0,4.0,3.0,1.0,2.0,283140.0,4415.0,3.0,2016-09-29,890000.0,for_sale,2016,9,19,0
townhouse,2003,3.0,3.0,2.0,1.0,2.0,436.0,3928.0,2.0,2019-04-29,769000.0,for_sale,2019,4,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,27443.0,2400.0,2.0,2018-05-31,310000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,3484800.0,2400.0,2.0,2018-05-31,349000.0,for_sale,2018,5,21,0
single_family,2007,4.0,3.0,3.0,1.0,2.0,73181.0,2400.0,2.0,2018-05-31,449000.0,for_sale,2018,5,17,0
single_family,2022,3.0,2.0,2.0,1.0,2.0,10019.0,1791.0,1.0,2018-05-31,489000.0,for_sale,2018,5,2,0
land,2003,4.0,0.0,2.0,1.0,2.0,64904.0,2400.0,2.0,2018-05-31,285000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,12197.0,2400.0,2.0,2018-05-31,276750.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,473497.0,2400.0,2.0,2018-05-31,1949000.0,for_sale,2018,5,21,0
single_family,1998,2.0,2.0,2.0,1.0,1.0,21780.0,1776.0,2.0,2018-05-31,489500.0,for_sale,2018,5,26,0
single_family,2018,2.0,2.0,2.0,1.0,2.0,1039777.0,700.0,1.0,2018-05-31,399900.0,for_sale,2018,5,6,0
land,2003,4.0,0.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,267700.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,502682.0,2400.0,2.0,2018-05-31,19500.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,66647.0,2400.0,2.0,2018-05-31,480000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,1306800.0,2400.0,2.0,2018-05-31,3200000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,21780.0,2400.0,2.0,2018-05-31,589900.0,for_sale,2018,5,21,0
single_family,2013,5.0,4.0,2.0,1.0,4.0,13939.0,3056.0,3.0,2019-10-11,634000.0,for_sale,2019,10,11,0
land,2003,4.0,0.0,2.0,1.0,2.0,270072.0,2400.0,2.0,2018-05-31,1275000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,43560.0,2400.0,2.0,2018-05-31,1205000.0,for_sale,2018,5,21,0
single_family,1984,2.0,2.0,2.0,1.0,2.0,131987.0,1500.0,1.0,2018-05-31,429999.0,for_sale,2018,5,40,0
single_family,2018,3.0,4.0,2.0,1.0,2.0,30492.0,2756.0,2.0,2019-09-20,1695000.0,for_sale,2019,9,6,0
single_family,2005,9.0,2.0,2.0,1.0,2.0,38333.0,3039.0,2.0,2018-05-31,875000.0,for_sale,2018,5,19,0
land,2003,4.0,0.0,2.0,1.0,2.0,673438.0,2400.0,2.0,2018-05-31,2100000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,1742400.0,2400.0,2.0,2018-05-31,2000000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,10647371.0,2400.0,2.0,2018-05-31,4950000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,29185.0,2400.0,2.0,2018-05-31,330000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,61855.0,2400.0,2.0,2018-05-31,270000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,13939.0,2400.0,2.0,2018-05-31,299000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,217800.0,2400.0,2.0,2018-05-31,65000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,21780.0,2400.0,2.0,2018-05-31,149900.0,for_sale,2018,5,21,0
condo,1998,2.0,2.0,2.0,1.0,2.0,13939.0,901.0,2.0,2014-10-31,650000.0,for_sale,2014,10,26,0
land,2003,4.0,0.0,2.0,1.0,2.0,79715.0,2400.0,2.0,2018-05-31,355000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,45302.0,2400.0,2.0,2018-05-31,99000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,26572.0,2400.0,2.0,2018-05-31,190000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,61855.0,2400.0,2.0,2018-05-31,270000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,218671.0,2400.0,2.0,2018-05-31,279000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,61855.0,2400.0,2.0,2018-05-31,270000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,1742400.0,2400.0,2.0,2018-05-31,399999.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,82328.0,2400.0,2.0,2018-05-31,550000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,40946.0,2400.0,2.0,2018-05-31,475000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,258311.0,2400.0,2.0,2018-05-31,110000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,25265.0,2400.0,2.0,2018-05-31,285000.0,for_sale,2018,5,21,0
single_family,1960,4.0,2.0,1.0,1.0,2.0,7841.0,2288.0,2.0,2018-05-31,415000.0,for_sale,2018,5,64,0
land,2003,4.0,0.0,2.0,1.0,2.0,332363.0,2400.0,2.0,2018-05-31,1500000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,388120.0,2400.0,2.0,2018-05-31,925000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,389862.0,2400.0,2.0,2018-05-31,199000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,42689.0,2400.0,2.0,2018-05-31,695000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,20909.0,2400.0,2.0,2018-05-31,358200.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,67082.0,2400.0,2.0,2018-05-31,1200000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,21780.0,2400.0,2.0,2018-05-31,373700.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,3485.0,2400.0,2.0,2018-05-31,29900.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,24394.0,2400.0,2.0,2018-05-31,500000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,237838.0,2400.0,2.0,2020-07-10,2000000.0,for_sale,2020,7,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,346302.0,2400.0,2.0,2018-05-31,210000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,209524.0,2400.0,2.0,2018-05-31,3240000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,62726.0,2400.0,2.0,2018-05-31,230000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,15246.0,2400.0,2.0,2018-05-31,274450.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,17860.0,2400.0,2.0,2018-05-31,299000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,9148.0,2400.0,2.0,2018-05-31,190000.0,for_sale,2018,5,21,0
single_family,2024,4.0,3.0,1.0,1.0,2.0,12632.0,2292.0,2.0,2018-05-31,549900.0,for_sale,2018,5,0,0
single_family,2022,4.0,3.0,2.0,1.0,3.0,9148.0,3353.0,3.0,2018-05-31,625000.0,for_sale,2018,5,2,0
land,2003,4.0,0.0,2.0,1.0,2.0,24829.0,2400.0,2.0,2018-05-31,411450.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,30056.0,2400.0,2.0,2018-05-31,850000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,348480.0,2400.0,2.0,2018-05-31,550000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,130680.0,2400.0,2.0,2018-05-31,45000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,26572.0,2400.0,2.0,2018-05-31,270000.0,for_sale,2018,5,21,0
single_family,1978,4.0,2.0,1.0,1.0,2.0,6970.0,2000.0,2.0,2018-05-31,265000.0,for_sale,2018,5,46,0
land,2003,4.0,0.0,2.0,1.0,2.0,6098.0,2400.0,2.0,2018-05-31,139000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,27007.0,2400.0,2.0,2018-05-31,810450.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,20909.0,2400.0,2.0,2018-05-31,187500.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,229561.0,2400.0,2.0,2018-05-31,55000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,9148.0,2400.0,2.0,2018-05-31,190000.0,for_sale,2018,5,21,0
land,2003,4.0,0.0,2.0,1.0,2.0,16553.0,2400.0,2.0,2018-05-31,297250.0,for_sale,2018,5,21,0
single_family,1975,3.0,3.0,1.0,1.0,2.0,12197.0,2550.0,2.0,2018-05-31,275000.0,for_sale,2018,5,49,0
land,2003,4.0,0.0,2.0,1.0,2.0,55757.0,2400.0,2.0,2018-05-31,45000.0,for_sale,2018,5,21,0
single_family,1994,5.0,4.0,3.0,1.0,3.0,31363.0,4741.0,4.0,2018-05-31,950000.0,for_sale,2018,5,30,0
single_family,2018,6.0,4.0,3.0,1.0,3.0,174240.0,5383.0,3.0,2018-05-31,2499900.0,for_sale,2018,5,6,0
single_family,2020,3.0,2.0,1.0,1.0,2.0,8712.0,1700.0,2.0,2020-08-27,530000.0,for_sale,2020,8,4,0
land,2003,4.0,0.0,2.0,1.0,2.0,24394.0,2400.0,2.0,2018-05-31,79000.0,for_sale,2018,5,21,0
single_family,1940,3.0,2.0,1.0,1.0,1.0,23087.0,2383.0,2.0,2018-05-31,429000.0,for_sale,2018,5,84,0
single_family,1994,4.0,3.0,1.0,1.0,2.0,7841.0,2738.0,3.0,2018-05-31,575000.0,for_sale,2018,5,30,0
land,2003,4.0,0.0,2.0,1.0,2.0,1742400.0,2400.0,2.0,2018-05-31,700000.0,for_sale,2018,5,21,0
mobile,1966,2.0,1.0,1.0,1.0,2.0,13939.0,816.0,1.0,2018-05-31,55000.0,for_sale,2018,5,58,0
townhouse,2021,3.0,3.0,2.0,1.0,2.0,1307.0,2190.0,3.0,2021-06-14,450000.0,for_sale,2021,6,3,0
single_family,1978,5.0,4.0,2.0,1.0,2.0,10890.0,2592.0,2.0,2022-02-28,899000.0,for_sale,2022,2,46,0
single_family,2004,6.0,8.0,4.0,1.0,4.0,4456624.0,12904.0,3.0,2018-05-31,6900000.0,for_sale,2018,5,20,0
land,2003,4.0,0.0,2.0,1.0,2.0,10454.0,2400.0,2.0,2018-05-31,429000.0,for_sale,2018,5,21,0
mobile,2024,3.0,2.0,2.0,1.0,2.0,13939.0,950.0,1.0,2018-05-31,128000.0,for_sale,2018,5,0,0
single_family,2014,3.0,3.0,3.0,1.0,2.0,5663.0,2501.0,1.0,2016-01-21,899000.0,for_sale,2016,1,10,0
single_family,1960,5.0,3.0,1.0,1.0,1.0,8712.0,2378.0,2.0,2018-08-15,575000.0,for_sale,2018,8,64,0
single_family,2021,3.0,3.0,2.0,1.0,3.0,10890.0,4086.0,2.0,2018-05-31,639000.0,for_sale,2018,5,3,0
townhouse,1978,3.0,3.0,3.0,1.0,2.0,2178.0,1569.0,2.0,2004-10-26,285000.0,for_sale,2004,10,46,0
land,2003,4.0,0.0,2.0,1.0,2.0,304920.0,2400.0,2.0,2018-05-31,269000.0,for_sale,2018,5,21,0
single_family,2013,5.0,5.0,2.0,1.0,2.0,10890.0,5180.0,2.0,2018-05-31,964900.0,for_sale,2018,5,11,0
single_family,1890,6.0,4.0,3.0,1.0,2.0,44431.0,5028.0,4.0,2018-05-31,624900.0,for_sale,2018,5,134,0
single_family,1996,4.0,3.0,3.0,1.0,2.0,10454.0,2204.0,2.0,2021-11-01,461900.0,for_sale,2021,11,28,0
single_family,1928,7.0,5.0,1.0,1.0,2.0,16988.0,4922.0,3.0,2018-05-31,1390000.0,for_sale,2018,5,96,0
condo,1995,3.0,2.0,1.0,1.0,1.0,436.0,1050.0,2.0,2018-08-10,279900.0,for_sale,2018,8,29,0
